action,info,state,reward,done
"[0, 0, 0, 0, -0.5, 0]",0,"[-2.78544916e-01  7.13169319e-01  6.41960089e-01  4.11034983e-02
 -2.41127760e-01  5.64974991e-01  7.77847833e-01 -1.32715528e-01
 -4.71411712e-01  6.56147290e-01  5.63410739e-01 -1.72655934e-01
 -5.71142207e-02 -2.14918834e-02 -1.66286279e-02 -8.40313351e-03
  7.46543035e-02 -2.37406687e-01 -6.52657662e-02 -4.43204160e-02
 -3.46769482e-04  1.19782546e-02 -5.15776296e-02 -8.42158151e-01
 -1.12029016e-01 -6.58107458e-02  3.01286795e-02 -9.75269668e-02
  1.43911076e-01 -1.62454386e-01  2.99630630e-01  2.96573007e-01
  3.88362249e-01  3.91809012e-01  2.68966565e-01  3.69368882e-01
  1.24171324e+00  1.24966625e+00  1.24103901e+00]",0.00836228924705526,FALSE
"[0, 0, 0, 0, 0.5, 0]",0,"[-0.27935107  0.71262375  0.64211076  0.04270996 -0.24462853  0.56337583
  0.77853079 -0.12905178 -0.47202365  0.65598533  0.56379323 -0.17033532
 -0.03669269 -0.0179631  -0.02806996  0.01676535  0.06187443 -0.14461238
 -0.06194956 -0.04930911  0.01697647  0.04961199 -0.09810031 -0.13958055
 -0.08610338 -0.06132651  0.01457731 -0.06790767  0.12012628 -0.15211348
  0.30002191  0.29758248  0.38694533  0.39026749  0.26913746  0.36885418
  1.24175478  1.24971867  1.24136145]",0.01776124678748811,FALSE
"[0, 0, 0, 0, 0, -0.5]",0,"[-0.27987835  0.71213536  0.64234354  0.04388765 -0.24545467  0.56273032
  0.77862644 -0.12972068 -0.47271439  0.65540295  0.56445089 -0.16847334
 -0.03590568 -0.01689251 -0.0224894   0.01125088  0.05897745 -0.11883338
 -0.06438888 -0.05777584  0.02704548  0.0650392  -0.10699909 -0.02238617
 -0.05989962 -0.04113255 -0.04148057  0.01645775  0.08411044 -0.22324853
  0.30047381  0.29876228  0.38565879  0.3889047   0.26960153  0.36772743
  1.24173044  1.24976338  1.24169076]",0.030235879182797437,FALSE
"[0, 0, 0, 0, 0, 0.5]",0,"[-0.28075417  0.7116378   0.64240879  0.04538373 -0.24689256  0.56182494
  0.77889049 -0.12933064 -0.47383749  0.65415392  0.56544124 -0.1668439
 -0.04048755 -0.01323602 -0.00162196 -0.01882125  0.04864814 -0.13582248
 -0.0572316  -0.04669724  0.0155774   0.04618065 -0.07655366 -0.26910959
 -0.05093099 -0.02513819 -0.03977801  0.03334819  0.05175218 -0.17784562
  0.30106312  0.29996951  0.38454672  0.38780432  0.27022821  0.36578362
  1.24169515  1.24983099  1.24199109]",0.039117385899764594,FALSE
"[-0.5, 0, 0, 0, 0, 0]",0,"[-0.15390187  0.74832991  0.60876787 -0.21381824 -0.05323255  0.63764137
  0.70809567 -0.2986307  -0.31300692  0.67996113  0.57906396 -0.32305487
  0.08728365  0.07100514  0.10341752 -0.15412152 -0.03702572  1.46734563
  0.13021148  0.07129228 -0.00156801  0.05779807  0.17348175  0.41926662
  0.16379556  0.09999418  0.02940966  0.4619167   0.02524537  0.92377541
  0.1467028   0.24491054  0.30907402  0.28422858  0.14851338  0.31117867
  1.28508582  1.28287703  1.27285461]",0.2376706512200864,FALSE
"[0.5, 0, 0, 0, 0, 0]",0,"[-0.14366709  0.75135302  0.60435264 -0.2226798  -0.04873621  0.63800239
  0.70711089 -0.30095169 -0.30507572  0.68029697  0.57907176 -0.32984956
  0.10041079  0.07603218  0.10581152 -0.16449707 -0.05555952  1.33469982
  0.13392989  0.07590691 -0.00349899  0.05396544  0.17460238  0.55149439
  0.1738059   0.10799504  0.0311686   0.44380962 -0.02257445  1.00811461
  0.14729467  0.24630892  0.30719484  0.2828687   0.15195205  0.30911765
  1.28499018  1.28249982  1.27328969]",0.25632408331212175,FALSE
"[0, -0.5, 0, 0, 0, 0]",0,"[-0.13494297  0.75396927  0.60013931 -0.23055051 -0.0425036   0.63856316
  0.70505064 -0.30550635 -0.29723409  0.68050594  0.57863296 -0.33726467
  0.11549459  0.08211402  0.09826289 -0.15869231 -0.08214021  1.21610312
  0.12650525  0.07867821 -0.01902574  0.01748572  0.13946216  1.06375572
  0.18332555  0.11351393  0.02291096  0.44351858 -0.09437849  0.93627078
  0.14845893  0.24718557  0.30564949  0.28200942  0.1554248   0.30779374
  1.28475948  1.28208275  1.27362705]",0.2645278364707422,FALSE
"[0, 0.5, 0, 0, 0, 0]",0,"[-0.12765897  0.75617611  0.59620835 -0.23756362 -0.0345123   0.63932969
  0.70183111 -0.31224918 -0.28946991  0.68047941  0.5778437  -0.34532826
  0.12144188  0.08579624  0.10039163 -0.16791009 -0.10628952  1.01436932
  0.12696468  0.08231367 -0.02336149  0.01373818  0.14804554  1.07332426
  0.18740335  0.12179775  0.02034857  0.45791477 -0.15234908  1.11126486
  0.15016346  0.24743752  0.30442601  0.28165133  0.15871855  0.30699554
  1.28440109  1.2817054   1.27387635]",0.2702666721331375,FALSE
"[0, 0, -0.5, 0, 0, 0]",0,"[-0.12209508  0.75810672  0.59253163 -0.24346101 -0.02665531  0.64002899
  0.69860848 -0.31874531 -0.27963981  0.68100948  0.57586219 -0.3555424
  0.1314781   0.08703986  0.11198127 -0.20771142 -0.12425279  0.7539951
  0.12405794  0.07830578 -0.03130092  0.00878275  0.1418533   1.08179144
  0.19951546  0.1356921   0.02187893  0.48039558 -0.17917139  1.63512226
  0.15214031  0.24795619  0.30306436  0.28172591  0.16202529  0.30633483
  1.2839837   1.28131223  1.27401029]",0.2769051982052519,FALSE
"[0, 0, 0.5, 0, 0, 0]",0,"[-0.11670669  0.76001671  0.58868827 -0.24939982 -0.01835065  0.64065015
  0.69512853 -0.32561781 -0.26850626  0.68168557  0.57314555 -0.36703319
  0.13916305  0.09969454  0.10821079 -0.19476914 -0.12949078  1.09360048
  0.13734722  0.09302659 -0.02636798  0.01754928  0.16563965  1.14129804
  0.20902292  0.14133795  0.01795489  0.49905183 -0.20013713  1.37342102
  0.15432102  0.24860424  0.30161463  0.2820782   0.16552077  0.30576583
  1.28350631  1.28086321  1.27411531]",0.2865594892099611,FALSE
