action,info,state,reward,done
[-0.44840163 -0.15067255 -0.24359512 -0.18202007 -0.35184312 -0.1801967 ],3,"[ 0.52922116  0.56597509  0.20324016  0.5985738   0.33254078  0.52017788
  0.42780093  0.66016511  0.37186778  0.72790582  0.33566807  0.46818204
 -0.02161689  0.11674624 -0.04070021  0.26916903 -0.32254713 -0.6497067
 -0.00398393  0.17522412  0.01942835  0.12719445 -0.2143082  -0.02115983
 -0.03344301  0.05896017 -0.05220502  0.02838172  0.1145831  -0.10986288
  0.30911574  0.31920543  0.31405386  0.33807199  0.37566874  0.39329298
  1.24296277  1.24299908  1.24108626]",-0.026413912131548842,0
[-0.44910708 -0.16159388 -0.19065967 -0.3985304  -0.22318129 -0.15970954],3,"[ 0.52871595  0.56579957  0.20840678  0.59740849  0.33038502  0.52127763
  0.42855684  0.65988969  0.37081818  0.72795429  0.33464537  0.46966893
 -0.00589189  0.09914525 -0.03060284  0.24916247 -0.35479679  0.37219822
 -0.00481752  0.16655905  0.01791681  0.12080436 -0.1963151  -0.14076414
 -0.03750926  0.06329694 -0.04257358  0.02719574  0.10240175 -0.2799645
  0.3018153   0.31936415  0.3109946   0.33359878  0.37169044  0.39147708
  1.2450488   1.24422425  1.24198124]",-0.00936089428052094,0
[-0.44879597 -0.15325198 -0.25008902 -0.24292874 -0.2735626  -0.17942506],3,"[ 0.52599818  0.56803252  0.21099521  0.59677969  0.3279993   0.52252752
  0.4287294   0.65997921  0.3694767   0.72819944  0.33349702  0.47116058
 -0.01269155  0.10779898 -0.0195185   0.21793515 -0.36750529  0.33869612
 -0.00405296  0.16029366  0.01621676  0.10734173 -0.17283701 -0.31687136
 -0.04017285  0.05039229 -0.03044027  0.02845686  0.08005638 -0.2914409
  0.29458948  0.3195821   0.30821004  0.32894462  0.36782117  0.38985727
  1.24697867  1.24544979  1.24290475]",-0.004745229696692214,0
[-0.4467992  -0.16261363 -0.33044875 -0.2840734  -0.34925216 -0.15156427],3,"[ 0.52568511  0.56816981  0.21602435  0.59512328  0.32477643  0.52438049
  0.42762791  0.66081749  0.36779932  0.72873808  0.3321834   0.47256604
 -0.01789567  0.0894953  -0.02136569  0.21029712 -0.38324083 -0.20803784
  0.00125261  0.15697558  0.01271771  0.10549463 -0.19390614 -0.10757828
 -0.03612537  0.03411465 -0.02536965  0.01996911  0.06863303 -0.08427693
  0.28737938  0.31984736  0.30536022  0.32454348  0.36383051  0.38844446
  1.24880472  1.24655746  1.24394236]",0.0026808205592908432,0
[-0.4482838  -0.16878504 -0.16604188 -0.31872976 -0.23941854 -0.1799123 ],3,"[ 0.52402635  0.56954088  0.21970139  0.59392834  0.32355185  0.52497899
  0.42927559  0.65987402  0.36751782  0.72857733  0.33181225  0.47329309
 -0.00808572  0.06390484 -0.01934788  0.21916668 -0.3836297   0.83871673
  0.00170329  0.15353956  0.0210704   0.11384389 -0.18694424  0.05190491
 -0.04225202  0.03227232 -0.02694117  0.03069944  0.05961121 -0.21206682
  0.28032055  0.3200572   0.30261708  0.3201791   0.35975688  0.38720231
  1.25061085  1.24757579  1.24500182]",0.016340943260833296,0
[-0.4496512  -0.16142648 -0.24457103 -0.19878069 -0.4144283  -0.15178296],3,"[ 5.22741634e-01  5.70504273e-01  2.23825489e-01  5.92594472e-01
  3.21563203e-01  5.25965579e-01  4.29762699e-01  6.59743389e-01
  3.66244401e-01  7.28963863e-01  3.30867177e-01  4.74345483e-01
 -2.49405656e-02  8.17414119e-02 -2.35352676e-02  2.17773118e-01
 -3.93045393e-01  2.58394809e-02  3.98988208e-04  1.49539202e-01
  1.39652391e-02  9.60113561e-02 -1.58194953e-01 -3.23408058e-01
 -5.20621995e-02  1.80765716e-02 -2.07208928e-02  1.12000623e-02
  3.52531033e-02 -3.00029144e-01  2.73350296e-01  3.20284586e-01
  3.00319009e-01  3.15999748e-01  3.55420622e-01  3.86048027e-01
  1.25225089e+00  1.24862561e+00  1.24605925e+00]",0.022040386536731047,0
[-0.4494505  -0.15609911 -0.24701878 -0.23430514 -0.17522147 -0.23035957],3,"[ 0.52132824  0.57155865  0.22773951  0.59133095  0.31883011  0.52742392
  0.42905752  0.6603643   0.36443283  0.72965351  0.32963674  0.47553557
 -0.0243928   0.07180081 -0.02327273  0.210943   -0.35991897  0.43255158
 -0.00676835  0.13854765  0.01759935  0.1086728  -0.16146864 -0.11762064
 -0.05293802  0.01571452 -0.02710649  0.02608558  0.05045259 -0.13450539
  0.26642355  0.32045875  0.29814227  0.31232506  0.35105431  0.38493385
  1.25384416  1.24954114  1.24714102]",0.02554312247521453,0
[-0.44878367 -0.15360484 -0.19994834 -0.43062153 -0.2902094  -0.16636458],3,"[ 0.51980792  0.57266767  0.23139565  0.59017584  0.31765935  0.52784338
  0.43050826  0.6596488   0.36400353  0.72953802  0.32925235  0.47630725
 -0.02655688  0.06398668 -0.02830255  0.20842883 -0.3696409   0.42205368
 -0.00929712  0.12985199  0.02012036  0.11391529 -0.15662544  0.09163132
 -0.0562045   0.02616983 -0.03137504  0.03254429  0.07399823 -0.14417763
  0.25961923  0.32066955  0.29619138  0.30844778  0.34708216  0.3837089
  1.2553659   1.25043472  1.24820456]",0.032644613019215195,0
[-0.44933623 -0.15235627 -0.20827466 -0.38911718 -0.41130295 -0.15381101],3,"[ 0.51944096  0.57272945  0.23632209  0.58848444  0.3156849   0.52872531
  0.43075507  0.65972924  0.36204466  0.73020904  0.32768084  0.47785321
 -0.03162775  0.05599557 -0.01172592  0.22448966 -0.3451588  -0.7568128
 -0.00902304  0.13118459  0.01666937  0.10081711 -0.141145   -0.24191634
 -0.0553447   0.03881997 -0.02164215  0.01761064  0.07264854 -0.4102096
  0.25292162  0.32096284  0.29455074  0.30396726  0.3427711   0.38258366
  1.25687167  1.2513322   1.24933431]",0.03032997395820385,0
[-0.44843844 -0.15392894 -0.20835342 -0.36636758 -0.24819908 -0.20157784],3,"[ 0.51768793  0.57406201  0.23984162  0.58730572  0.31323979  0.52988084
  0.43035553  0.66022818  0.35965398  0.73112577  0.32567886  0.47962214
 -0.03012385  0.06167439 -0.01423714  0.21903839 -0.35492451  0.29825015
 -0.01062431  0.13374246  0.01907012  0.109926   -0.15608124 -0.11429551
 -0.05202832  0.03772344 -0.02772508  0.0105214   0.09140161 -0.20647899
  0.24628751  0.32128618  0.29307624  0.29920847  0.33831607  0.38155021
  1.25838949  1.25223642  1.25043747]",0.026763639780039927,0
[-0.4455665  -0.15057483 -0.24908112 -0.35121876 -0.22967502 -0.16556844],3,"[ 0.51602857  0.57530141  0.24336857  0.58610114  0.31190542  0.53033475
  0.43167776  0.659632    0.35828742  0.73145268  0.32435897  0.48103883
 -0.02741195  0.0642501  -0.01571396  0.19802018 -0.36429807  0.14407185
 -0.01339155  0.13956225  0.02584837  0.12715312 -0.16544507  0.0882009
 -0.05319422  0.04429933 -0.03124271  0.02098393  0.09538232 -0.20098527
  0.23970202  0.32165061  0.29158389  0.29435755  0.33426307  0.38046959
  1.25990377  1.25313913  1.25145086]",0.025875676318824037,0
[-0.44934723 -0.15391529 -0.27889234 -0.41760126 -0.2752221  -0.15741578],3,"[ 5.15442758e-01  5.75697355e-01  2.47833005e-01  5.84354448e-01
  3.09968338e-01  5.31192765e-01  4.32311754e-01  6.59439476e-01
  3.55585743e-01  7.32463326e-01  3.22128408e-01  4.83000564e-01
 -2.59936236e-02  7.65492255e-02 -1.01938204e-03  1.75964949e-01
 -3.67956538e-01  4.52467604e-02 -1.13609523e-02  1.56316937e-01
  1.48513322e-02  1.15020396e-01 -1.77328421e-01 -1.94187452e-01
 -5.21805334e-02  4.71607400e-02 -2.86905300e-02 -3.54622696e-03
  9.11851769e-02 -3.49704722e-01  2.33179337e-01  3.22102223e-01
  2.90026773e-01  2.89307897e-01  3.30418073e-01  3.79465910e-01
  1.26136517e+00  1.25399983e+00  1.25249349e+00]",0.017618225917352938,0
[-0.44862145 -0.17785046 -0.15172327 -0.3682376  -0.18445215 -0.16993344],3,"[ 5.14220461e-01  5.76788562e-01  2.51440712e-01  5.82812011e-01
  3.07553490e-01  5.32345510e-01  4.32333629e-01  6.59626214e-01
  3.52864163e-01  7.33496527e-01  3.19786655e-01  4.84980642e-01
 -1.80181864e-02  8.30959951e-02  5.40098400e-04  1.67407173e-01
 -3.67767068e-01  3.76453383e-01 -1.34019250e-02  1.45045982e-01
  2.17566570e-02  1.20383942e-01 -1.64937927e-01 -1.19124915e-01
 -4.71619312e-02  6.68044865e-02 -2.55197020e-02  4.39323859e-03
  9.87012733e-02 -4.13183495e-01  2.26712817e-01  3.22524145e-01
  2.88450571e-01  2.84060431e-01  3.26951719e-01  3.78574329e-01
  1.26286921e+00  1.25484542e+00  1.25342779e+00]",0.008882008803009928,0
[-0.44876298 -0.15586355 -0.17535365 -0.32920834 -0.39548776 -0.15598595],3,"[ 0.5130093   0.57780192  0.25506138  0.58130034  0.30546481  0.53326047
  0.43266846  0.65963817  0.35057887  0.73432204  0.31760542  0.48681864
 -0.02721461  0.07918596 -0.00898474  0.18427862 -0.35215576  0.05191567
 -0.01244742  0.14185253  0.02151239  0.1159722  -0.15834854 -0.13485952
 -0.04889394  0.06571685 -0.03044272 -0.02024291  0.10600391 -0.22111086
  0.22028785  0.32294604  0.28727347  0.27887304  0.3235278   0.37776811
  1.2643094   1.25569847  1.25428315]",0.007707820063889381,0
[-0.4494326  -0.15656391 -0.22203086 -0.24443817 -0.28298223 -0.19328374],3,"[ 0.51259251  0.57793569  0.25962089  0.5795138   0.3033172   0.53418167
  0.43291219  0.65972393  0.34840894  0.73506738  0.31550509  0.48861406
 -0.02208796  0.0829438  -0.0269436   0.19510281 -0.35991214  0.30999937
 -0.01226418  0.1454235   0.01975646  0.11598398 -0.16059358 -0.13810761
 -0.05206272  0.06274641 -0.03129664 -0.00775226  0.09169378 -0.416376
  0.21392263  0.32342547  0.28619058  0.27411185  0.31983215  0.37695353
  1.26576495  1.25649661  1.25507823]",0.008958741940154247,0
[-0.449651  -0.1702035 -0.1860263 -0.3188259 -0.275945  -0.1600483],3,"[ 0.51091307  0.57912152  0.2629125   0.57832786  0.3014423   0.53495172
  0.43366621  0.65946404  0.34555765  0.7361031   0.31315617  0.49058674
 -0.02223069  0.08914754 -0.0225106   0.19730141 -0.36257693  0.46140082
 -0.01450893  0.15149794  0.02071321  0.1246182  -0.17219852 -0.07816209
 -0.0542241   0.05702238 -0.03631253 -0.01001022  0.06394658 -0.64781951
  0.20766857  0.32386617  0.28517017  0.26976964  0.31620747  0.37606996
  1.26715978  1.25728537  1.25581353]",0.007562232964903289,0
[-0.4495901  -0.15470198 -0.16442719 -0.18262553 -0.30375224 -0.17337933],3,"[ 0.51026746  0.57940613  0.26733983  0.5765805   0.29933739  0.53587141
  0.43419198  0.65933018  0.34121803  0.73786155  0.3100429   0.49295435
 -0.02609628  0.09814101 -0.02385109  0.19504417 -0.35128833 -0.17452336
 -0.01059435  0.15054248  0.02289166  0.12451083 -0.17543682 -0.03788172
 -0.03763709  0.04112137 -0.02747512  0.01309854  0.05128686 -0.46053841
  0.20140809  0.32431699  0.28435007  0.26584989  0.31261537  0.37525113
  1.26849925  1.25805973  1.25646384]",0.005362009523062399,0
[-0.44885546 -0.28796482 -0.15526277 -0.28821832 -0.3071313  -0.17500427],3,"[ 0.5088534   0.58020014  0.27100551  0.57531907  0.29774026  0.53646975
  0.43525919  0.65886295  0.33800711  0.7390807   0.30778798  0.49474991
 -0.01459535  0.07652    -0.0039414   0.22265927 -0.33255473  0.43148227
 -0.00461058  0.13729172  0.03036451  0.11839079 -0.15257767 -0.05163779
 -0.0317915   0.04304354 -0.02106804  0.01649175  0.05154107 -0.45319896
  0.19523284  0.32445908  0.28374635  0.26248827  0.30900564  0.37440223
  1.26986141  1.25880021  1.25702728]",0.012113284923656167,0
[-0.44831938 -0.15492713 -0.2705766  -0.41806227 -0.23924892 -0.18238786],3,"[ 5.06070991e-01  5.82142969e-01  2.73099258e-01  5.74820416e-01
  2.95385302e-01  5.37426072e-01  4.34855466e-01  6.59409937e-01
  3.36104247e-01  7.39729050e-01  3.06215117e-01  4.96051580e-01
 -1.85747860e-02  9.33868116e-02  6.02080235e-03  1.82654355e-01
 -3.15236276e-01 -5.79135889e-02 -7.46352824e-03  1.10071755e-01
  1.93468820e-02  9.21186146e-02 -9.74319496e-02 -3.97204522e-01
 -3.57968051e-02  5.46435530e-02 -2.32928742e-02  4.70255931e-04
  7.52578718e-02 -2.23369354e-01  1.89116949e-01  3.24231905e-01
  2.83382685e-01  2.59034549e-01  3.05468233e-01  3.73540344e-01
  1.27111621e+00  1.25957475e+00  1.25768718e+00]",0.01801112550662481,0
