0,1,2,3,4,5,6,7,8
-0.3353901,-0.04879145,-0.40366957,-0.40918308,-0.41701403,0.53185624,-0.031083984,-0.12744233,-0.118881755
-0.35165077,-0.08053535,-0.55106205,-0.38594422,-0.704745,0.57598937,0.1461552,-0.19792223,-0.12029512
-0.5170511,-0.043208573,-0.6571099,-0.32409948,-0.8203209,0.4887264,0.17372993,-0.18308343,-0.12522954
-0.62976444,-0.027020168,-0.634576,-0.10976538,-0.999,0.5083524,0.3977705,-0.09475368,-0.20174919
-0.78151226,-0.021080673,-0.6923416,0.04734074,-0.999,0.31695056,0.49635103,-0.20794296,-0.15166946
-0.90046257,-0.05652488,-0.58413386,0.32688403,-0.999,0.23050418,0.6995116,-0.16094221,-0.17661504
-0.990764,0.012235492,-0.51858765,0.5212034,-0.999,0.18764113,0.8167109,-0.08883661,-0.20743494
-0.8537043,-0.0304844,-0.4267474,0.50834984,-0.999,-0.028860223,0.78799826,-0.106585264,-0.11759902
-0.9867,-0.095164925,-0.49272153,0.65717137,-0.999,-0.08697085,0.83316624,-0.11486243,-0.12916587
-0.999,0.030911518,-0.4264745,0.8199865,-0.999,-0.15535428,0.73045594,-0.19012602,-0.12600106
-0.999,-0.0038190838,-0.23925826,0.8975359,-0.999,-0.332876,0.6547926,-0.12769014,-0.12969047
-0.8743978,0.010925603,-0.21321869,0.901405,-0.999,-0.32800508,0.48214784,-0.20263068,-0.10580453
-0.9267422,0.0045453566,-0.10919388,0.98541087,-0.999,-0.30875912,0.3575476,-0.08457741,-0.19077608
-0.8040802,-0.0010550687,-0.1378975,0.999,-0.8867406,-0.39060447,0.17658265,-0.13810194,-0.17725155
-0.8230402,0.051954377,0.0073976447,0.98199135,-0.45247912,-0.37430972,0.06556007,-0.08187704,-0.14578535
-0.6522072,0.013789258,0.018715942,0.88112533,-0.24582918,-0.40073472,0.002369083,-0.12662044,-0.15385488
-0.50467753,0.0037654524,-0.061342843,0.8241216,-0.15615863,-0.33513713,-0.1672938,-0.11837662,-0.1277019
-0.4084157,-0.08815015,0.025362827,0.539463,-0.13903938,-0.2339904,5.2727624e-05,-0.106067084,-0.17379919
-0.28042537,-0.016688364,0.034770146,0.41061214,-0.13445531,-0.18454856,-0.004107976,-0.017561475,-0.07238207
-0.18965577,0.08597775,-0.039510112,0.20896664,-0.16630054,-0.14961785,0.039169505,0.115366355,0.061740056
-0.035852898,-0.01069161,0.0034499906,-0.03631294,-0.10442688,-0.0072977054,0.045256317,0.047076598,0.13639371
0.2931277,0.012918875,-0.027175296,-0.3242198,0.016198453,0.07186134,0.08205076,0.08057644,0.07295341
0.50921285,0.04426157,-0.14102668,-0.6758155,0.04983445,0.13847645,0.13275574,-0.0031581724,0.006326355
0.7099955,0.13659626,-0.07720987,-0.930224,-0.024503876,0.1423018,0.09288573,0.07009754,0.046298813
0.8461619,0.29129028,-0.14439102,-0.999,0.0044940235,0.10526434,0.11053576,0.06105158,0.04986864
0.999,0.43503198,-0.15007919,-0.999,0.09683344,0.093275316,0.060753964,0.0070040934,-0.056144234
0.999,0.5921235,-0.10914595,-0.999,0.062709324,0.018684654,-0.030031936,0.046655025,0.047436893
0.999,0.5917902,-0.20749225,-0.999,0.19978556,-0.0023636387,-0.039124142,-0.049767755,0.036317766
0.999,0.631034,-0.19128267,-0.999,0.25388214,-0.13134918,-0.13641527,0.034167733,0.036402766
0.999,0.63790745,-0.18496424,-0.999,0.26542455,-0.11969351,-0.37261552,-0.006657877,0.021389147
0.999,0.69976926,-0.30287367,-0.999,0.3757365,-0.18608414,-0.48710033,-0.03945748,-0.061601903
0.999,0.6521825,-0.36352816,-0.999,0.4060033,-0.18447436,-0.45163095,0.04363317,0.053872354
0.999,0.51720935,-0.5412747,-0.999,0.3104072,-0.26158574,-0.39792752,0.005988046,0.033985253
0.999,0.30309403,-0.5904517,-0.999,0.24096343,-0.0996434,-0.47654295,-0.02419681,0.041852955
0.999,0.22546317,-0.60974777,-0.999,0.3251002,-0.053074222,-0.4604901,0.03824177,-0.023624972
0.999,0.04830959,-0.82156265,-0.999,0.14556104,0.023644308,-0.47051117,0.026287097,-0.058542993
0.999,0.020363132,-0.89918816,-0.78786075,0.23962383,0.06453656,-0.55821115,0.033973556,-0.022346767
0.999,-0.046804745,-0.8079347,-0.52559346,0.2719442,0.277683,-0.5194483,0.021768214,0.0023019
0.999,-0.09282541,-0.92637295,-0.32975778,0.22252329,0.21836114,-0.525113,0.027856285,0.04058128
0.70433134,-0.09855214,-0.9609588,-0.27905667,0.3153484,0.35238752,-0.6197193,0.0053187134,-0.05591632
0.32341,-0.2463878,-0.9115069,-0.30813858,0.41979107,0.3176273,-0.5784228,-0.036544282,0.028629145
-0.10209223,-0.14137684,-0.9873697,-0.19635114,0.30262443,0.4156451,-0.5462249,0.051375937,-0.045316935
-0.25057033,-0.14299683,-0.8727954,-0.10224401,0.56506836,0.46662375,-0.6483964,0.058613922,0.05994358
-0.4346491,-0.10126686,-0.7298753,0.006221853,0.57380337,0.53217274,-0.7496566,0.027303811,0.039843086
-0.642905,0.044989143,-0.59060395,0.13447659,0.53588563,0.46190342,-0.6582935,0.04632002,-0.03883515
-0.67366636,0.024525514,-0.46119982,0.24657297,0.68568444,0.47894767,-0.7240211,-0.054362413,0.0071727624
-0.7347801,0.11434569,-0.3713568,0.31607178,0.6232508,0.43782213,-0.59095037,0.048848692,-0.030969065
-0.8074087,0.18207316,-0.27334636,0.41488653,0.68133545,0.28362286,-0.53552693,-0.044750776,-0.021609215
-0.7840067,0.35882,-0.15796705,0.5118384,0.5282155,0.22734874,-0.30769575,-0.0041302927,-0.020761024
-0.80600756,0.3698317,-0.19104958,0.521307,0.36491317,0.21846047,-0.26323614,-0.0045917644,-0.030751847
-0.85266423,0.3411604,-0.1229457,0.5746855,0.35508066,0.21663682,-0.11707351,-0.050831825,-0.050864916
-0.7422571,0.26508674,-0.12790461,0.58140594,0.34582233,0.1218449,0.026164962,0.0059903883,0.010107444
-0.77378845,0.3195531,-0.06787304,0.57985157,0.32798305,0.19474223,0.06417247,0.026186967,0.050651107
-0.6415304,0.26005313,0.016134676,0.54076797,0.3393131,0.14215225,0.05802818,0.017327392,-0.04437235
-0.44380054,0.29874563,-0.04240652,0.45094928,0.2736674,0.06595884,0.062314093,-0.16649587,-0.17021509
-0.3946154,0.26583838,0.027694227,0.47489995,0.36010647,0.057544347,-0.077493675,-0.1781573,-0.17766608
-0.22535358,0.19004975,-0.11110686,0.28502235,0.30272013,0.0519412,-0.019575238,-0.16299075,-0.20785931
-0.12579286,0.23360845,-0.06273309,0.2837539,0.26885974,-0.08880626,-0.0974823,-0.16182989,-0.1541298
-0.103410795,0.119915426,-0.09958176,0.32828522,0.2869551,-0.1338242,-0.17855126,-0.20704284,-0.13902818
-0.020636477,0.1529223,-0.12205291,0.3405133,0.36206326,-0.13357672,-0.13872355,-0.27016324,-0.09452978
0.23725098,0.076426044,-0.122467734,0.34041157,0.3254751,-0.14153536,-0.2231934,-0.20499747,-0.16654669
0.19652382,0.1162663,-0.25521028,0.39556566,0.24011621,-0.015671916,-0.21754684,-0.31258836,-0.1890622
0.2861114,-0.0035247325,-0.33303732,0.5049054,0.23293883,0.027642176,-0.17414127,-0.24810697,-0.15317185
0.222429,0.038657628,-0.31861678,0.580583,0.20954184,0.11052148,-0.15996273,-0.28366023,-0.15745708
0.25835735,-0.013702938,-0.29588065,0.7329687,0.24716733,0.1759296,-0.09660885,-0.28979903,-0.015603844
0.40721983,0.09868294,-0.34567645,0.86594623,0.2568987,0.34964895,-0.22469513,-0.19693662,-0.107792586
0.31808975,0.07774512,-0.32559258,0.91489595,0.40429157,0.45298028,-0.09920626,-0.31348142,0.0043561957
0.427116,0.082844704,-0.31251103,0.90273106,0.4255761,0.5081988,-0.10782987,-0.28502136,0.0042950558
0.36992076,0.042227305,-0.36582088,0.7984281,0.5682505,0.63835573,-0.18407145,-0.29340202,-0.08831035
0.45036247,-0.06737168,-0.3226854,0.70707315,0.70392853,0.8948265,-0.1566581,-0.2132001,0.039993096
0.5200296,-0.074356206,-0.42533267,0.37802562,0.76280624,0.999,-0.23803121,-0.13438888,0.09204085
0.6216645,-0.08589386,-0.36624408,-0.052453768,0.63152057,0.999,-0.3398683,0.010850628,0.12073729
0.79074514,-0.14418851,-0.2851702,-0.3949127,0.027727934,0.999,-0.005418425,0.035734314,0.1682135
0.6790017,-0.0637265,-0.32167464,-0.8911561,-0.4726235,0.9978271,0.1907885,0.04705234,0.06335916
0.6088139,-0.008363883,-0.28933528,-0.999,-0.79037726,0.5056834,0.38875654,0.041357774,0.016047
0.5423188,0.00010642947,-0.31209233,-0.999,-0.84498245,0.19989803,0.4524696,-0.06257632,0.061203927
0.47090542,-0.043144584,-0.39715165,-0.999,-0.9321566,0.08340435,0.4496033,-0.023621967,0.006311563
0.2473413,0.007950137,-0.55073845,-0.999,-0.88371223,0.0025537899,0.37963748,0.04183494,0.06447291
0.09331484,0.021682218,-0.65712225,-0.9236873,-0.76791155,-0.0335808,0.38849849,0.002106741,-0.024844782
0.021297606,0.013299817,-0.5945354,-0.60897386,-0.64882827,0.033012826,0.23151967,0.023143956,-0.05387209
-0.18246081,-0.031840563,-0.57361746,-0.35053,-0.44933775,0.15077572,0.2715731,0.024460122,-0.060436927
-0.32037103,0.0047719027,-0.6151119,-0.32037613,-0.20779453,0.22275347,0.11355547,-0.025412094,-0.013449571
-0.47176406,0.0025883864,-0.6264503,-0.153249,-0.021413257,0.22514899,-0.06411595,-0.06102888,0.032722853
-0.6796274,0.20159431,-0.53378123,0.03220415,0.14491633,0.3543591,-0.13181597,-0.007191639,-0.029988715
-0.7279591,0.25534365,-0.42180327,0.08802481,0.34660116,0.4314647,-0.21823463,-0.053294614,0.05944143
-0.85075945,0.33489287,-0.34786266,0.1989964,0.31313518,0.31774774,-0.15847565,-0.0018103955,0.016050542
-0.9952358,0.46581352,-0.39367568,0.3554846,0.42389917,0.41779864,-0.19009064,-0.050231963,0.031197416
-0.9960152,0.5546805,-0.27547416,0.4054057,0.4415444,0.31954294,-0.17133574,0.05628796,0.0028133169
-0.999,0.48075888,-0.285339,0.45260116,0.35468954,0.1664759,-0.12871659,0.009373488,0.04092709
-0.9908807,0.48697373,-0.19612272,0.5733625,0.47521955,0.21716562,-0.20433414,-0.030077131,0.029832397
-0.9838769,0.55814576,-0.038908534,0.46297958,0.3800369,0.092130184,-0.03177883,-0.03863207,-0.04435983
-0.93648136,0.5979218,-0.008839136,0.5852888,0.26320922,0.14715193,-0.022518778,0.030772166,0.03246588
-0.79951876,0.640701,0.012141423,0.49245098,0.08620818,0.14556101,-0.041063715,-0.015526535,-0.03912118
-0.6255925,0.5941956,0.12458981,0.4535779,0.18763311,0.17802957,0.039517716,-0.009241838,-0.060785588
-0.4535129,0.5319575,0.10057708,0.36575592,0.06183043,0.19107842,0.033169005,-0.22061373,-0.14394031
-0.3690267,0.5415424,0.062950335,0.23290789,0.23894183,0.0043259286,0.10921064,-0.2541319,-0.17419912
-0.4124448,0.4170655,0.039209638,0.08516543,0.19528122,0.09021497,-0.09576342,-0.12713271,-0.18378536
-0.4744226,0.49535608,0.07507677,0.15360923,0.19706398,0.04924561,-0.06881945,-0.21811604,-0.12419043
-0.56242985,0.48183772,0.108471364,0.12123966,0.06751541,0.05545131,-0.032015216,-0.1483518,-0.12170013
-0.6451121,0.45654318,0.08615024,0.31548068,0.065279715,-0.08203104,-0.0341146,-0.22552164,-0.104379974
-0.72523403,0.4792372,0.0733658,0.32446808,-0.09170314,-0.13830972,-0.06997466,-0.15149812,-0.073296666
-0.76776385,0.42386883,0.09515829,0.3129478,-0.037385248,-0.23839578,-0.04375352,-0.19558164,-0.10457888
-0.72732884,0.36551115,-0.054467123,0.35237157,-0.049861364,-0.24082507,0.031043176,-0.24157071,-0.16802666
-0.7843606,0.24755159,0.018851334,0.35439384,-0.12942876,-0.38648307,0.038789485,-0.19563922,-0.1352807
-0.6943294,0.23905234,0.06364146,0.27816248,-0.002978393,-0.32678422,0.020328935,-0.24632582,-0.14724621
-0.61306614,0.24163999,0.042399336,0.20712352,0.08063831,-0.42940482,-0.0840391,-0.20643589,-0.18305708
-0.5132561,0.2381475,-0.120145746,0.25547886,0.28331155,-0.29385844,-0.1771614,-0.18561445,-0.19312052
-0.43807656,0.21136978,-0.16979557,0.150091,0.26105228,-0.12321763,-0.26294515,-0.14064175,-0.055491086
-0.26112425,0.14774032,-0.23445287,0.1560318,0.4273132,0.025724292,-0.22060372,0.09425317,-0.032491814
-0.048008356,0.16970676,-0.21678804,0.0011713142,0.48209718,0.06367959,-0.15431671,0.17427488,0.092540935
-0.034028336,-0.03953332,-0.12525272,-0.04207461,0.002507303,0.011915796,-0.003732408,-0.006640912,0.033205718
-0.143377,0.0021935618,-0.19578554,-0.018260136,-0.039788637,0.11032848,0.08047642,0.03520699,0.030077545
-0.10793273,-0.0035554026,-0.14194375,0.010403467,-0.11338694,0.06754615,0.08101153,0.0123497965,0.021405682
-0.1589516,-0.013461575,-0.11466386,-0.017129535,-0.031365678,0.18718071,0.07451705,-0.006947549,0.05752064
-0.34316143,-0.018916285,-0.05398586,0.060537163,-0.061725803,0.35612404,0.21129006,-0.048228078,-0.0562169
-0.40288803,-0.05963709,-0.044127148,0.07157744,-0.1316112,0.41313398,0.20416448,0.057951372,0.0018410286
-0.58850986,0.008772256,-0.14550906,0.24038854,-0.08464125,0.47641858,0.20894292,-0.05781734,0.045887783
-0.72611547,-0.01825029,-0.14384781,0.21174373,-0.24045458,0.62668324,0.40551615,0.060065273,-0.057257846
-0.86817217,0.01232922,-0.11708493,0.3999996,-0.3776481,0.587322,0.4761904,-0.054092158,-0.049979545
-0.999,0.036140688,-0.11672342,0.37032253,-0.4185512,0.63002986,0.5195174,-0.030849826,-0.06077782
-0.999,-0.07173095,-0.078583986,0.45141774,-0.54555345,0.5701177,0.59496367,-0.01266389,0.0033306587
-0.999,-0.015648637,-0.20760924,0.5124756,-0.7057209,0.40147284,0.46447742,-0.0036991723,0.021148317
-0.999,0.024273722,-0.22935943,0.5979653,-0.6710861,0.25356734,0.5967572,0.02973011,-0.022363989
-0.999,-0.00396054,-0.27675173,0.6358281,-0.64723057,0.2620445,0.5961758,-0.022245111,0.043112103
-0.999,-0.042459685,-0.35626632,0.5826317,-0.5535611,0.13167942,0.51988214,-0.058458418,-0.03948231
-0.999,0.013980513,-0.22284266,0.6020971,-0.46630836,0.087354325,0.49431127,-0.033945113,-0.0055561257
-0.999,-0.011603188,-0.25196064,0.66003793,-0.49016216,0.09450967,0.42688492,-0.03552794,-0.01216197
-0.999,0.05754805,-0.30798823,0.64294004,-0.45301893,0.053278342,0.3221923,0.012187657,-0.0241111
-0.999,-0.034180235,-0.2687831,0.6424769,-0.42577776,-0.039196644,0.27113318,-0.043929253,0.01094067
-0.999,0.045964465,-0.25067118,0.73975486,-0.27385938,-0.080878645,0.23933023,-0.048072644,-0.06134458
-0.999,-0.017187906,-0.2397971,0.7650613,-0.28900304,-0.015636565,0.26971167,-0.027374981,0.05724759
-0.999,-0.031975783,-0.29815334,0.7085223,-0.28458455,-0.11389541,0.1242011,-0.05446425,-0.011036745
-0.999,0.032266583,-0.26638642,0.70240873,-0.14208086,-0.07381782,0.062080074,0.049973402,0.01531033
-0.999,-0.058774747,-0.22608328,0.72804743,-0.1447548,-0.099286675,0.052631825,0.043638658,-0.02592484
-0.9002355,0.024088684,-0.27416173,0.8209669,-0.19039963,-0.13243625,-0.040708475,-0.058597613,-0.06371199
-0.7639392,0.057721075,-0.2274075,0.751482,-0.1201578,-0.08186821,0.031417098,0.025528485,-0.038097274
-0.5452956,-0.03184619,-0.19187798,0.6058037,0.015782295,-0.0991218,-0.05322986,-0.23704754,-0.13043477
-0.36523426,-0.004549634,-0.1629109,0.44030914,-0.041538928,-0.17623746,-0.0027257334,-0.16575177,-0.20134223
-0.2515408,-0.010048367,-0.12049381,0.22619963,0.008507125,-0.17108136,0.14963962,-0.11117444,-0.06268709
0.029198563,-0.015376696,-0.086117096,-0.20328265,0.10143026,-0.07432464,0.10461271,-0.21427603,-0.13191295
0.30274126,0.06596581,-0.07517735,-0.4264276,0.048864063,0.0005812241,0.19100492,-0.16494451,-0.13599728
0.5938161,0.05481354,-0.06474876,-0.6233574,0.14894219,0.20694257,0.2581451,-0.15197214,-0.13917103
0.7630513,0.03422189,0.008221559,-0.7577305,0.00035042607,0.12575477,0.24287741,-0.07905876,-0.071704485
0.9050627,-0.008664343,0.007651075,-0.7402172,0.12645331,0.1950687,0.11201351,-0.12454456,-0.09357961
0.972755,-0.007925273,-0.10493392,-0.5438959,0.17159773,0.15242906,-0.009788315,-0.17288293,-0.12987967
0.999,0.02439307,-0.04048557,-0.53346187,0.27149883,0.16847351,-0.044375136,-0.14368285,-0.13242216
0.999,0.07852114,-0.06602268,-0.26437154,0.31216213,0.06558726,-0.20064527,-0.09918508,-0.13457032
0.962647,-0.039526995,-0.1230463,-0.12323332,0.39051822,0.13064145,-0.21635005,-0.16227055,-0.11044076
0.88326854,-0.06880345,-0.19843327,0.12531665,0.35119626,0.1240169,-0.29805967,-0.19289511,-0.020074943
0.7321157,0.029908497,-0.27371347,0.2248655,0.36363035,0.13741936,-0.23256344,-0.22553636,0.003382373
0.6465038,-0.018115155,-0.22796625,0.3023128,0.20745464,0.0999803,-0.120161824,-0.31206223,-0.06637656
0.53516406,-0.022706902,-0.33970973,0.32558185,0.1023689,0.056807175,-0.10734228,-0.22024046,0.05396183
0.36785993,0.0032885657,-0.35979182,0.24385497,0.15837978,-0.047259822,-0.12517783,-0.28070354,-0.06347767
0.35198948,-0.03216144,-0.27932373,0.14913501,0.15140639,-0.03558521,-0.11496345,-0.19934194,-0.042339504
0.3607179,0.07271422,-0.27791062,0.11589067,0.25002384,-0.11947464,-0.19771524,-0.23873504,-0.048509773
0.35833228,-0.02251183,-0.15649648,-0.12444073,0.3672145,-0.21647717,-0.3172093,0.025402877,0.16355105
0.5203775,0.061792664,-0.018169543,-0.48250413,0.47361904,-0.31528446,-0.4808235,0.049595512,0.12274658
0.5875282,0.16162251,0.17069033,-0.7529553,0.7120846,-0.46591076,-0.52412605,0.0021796995,0.01697571
0.72687894,0.10474028,0.12694468,-0.8224099,0.84472454,-0.6252542,-0.5671011,0.06252256,0.045143276
0.7146609,0.18654792,0.1410282,-0.8784545,0.9012951,-0.77967423,-0.68290037,0.07286705,-0.040706545
0.6806461,0.15472348,0.105107486,-0.7544168,0.96638376,-0.9613142,-0.5702942,0.0124905,-0.034418516
0.6392329,0.15498324,0.094017975,-0.53967786,0.89899176,-0.999,-0.5407223,0.033311512,0.044799145
0.4405636,0.063753925,0.062792,-0.41550332,0.73969936,-0.999,-0.40793213,0.04631884,0.012303789
0.41009316,0.0038027333,-0.09229118,-0.20193258,0.6161169,-0.93073386,-0.33316326,-0.007648389,0.052688718
0.1216162,-0.059279326,-0.09941307,-0.18705231,0.22854786,-0.6730641,-0.14669472,-0.022637459,-0.034395125
